bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,yr_built,price
5,2,1700,7314,1,3,1956,337500
2,1.5,1159,4800,1,3,1948,582500
3,2.75,1850,9600,1.5,5,1965,489200
2,1,840,3522,1,3,1947,405100
3,2.5,1690,1618,2,3,2014,372977
3,1,1050,9876,1,3,1953,310000
3,1.75,1400,3825,1.5,4,1904,538000
3,2.5,2550,7200,2,3,1981,1400000
3,2.5,1840,5011,2,3,2012,317000
3,1.5,2360,6750,2,5,1926,702500
4,2.5,2240,14667,2,4,1989,565000
4,2.5,2700,4004,2,3,2004,723000
3,2.5,3030,30007,1.5,4,1992,766950
3,1.75,1830,5120,1.5,5,1903,682000
3,2.5,2220,6049,2,4,1990,325000
3,2.5,2090,7640,1,3,1962,543000
3,1.75,1600,6120,1.5,3,1924,525000
4,1.75,2010,8625,1,4,1957,364000
2,1,830,4000,1,3,1955,394475
4,2.5,2010,7226,2,3,1995,316000
3,1,1050,5402,1.5,4,1906,339950
4,2.5,2150,39449,1,3,1978,486000
3,1,860,11900,1,4,1963,160000
3,2.5,3100,20553,1,3,1954,930000
3,1,1100,17334,1,3,1978,139000
3,1.5,1830,8000,1,4,1957,562000
2,1.75,1250,34395,1,4,1950,299000
3,2.5,1820,4883,2,3,2005,511000
3,2,2090,42689,1.5,3,1959,499000
3,3.5,2100,12384,2,3,1980,356000
4,2.5,2310,14023,2,3,1991,470000
4,2.25,2060,5649,1,5,1941,715000
4,2.25,4470,60373,2,3,1988,1120000
3,1,1660,7500,1,4,1940,458000
5,4.5,3810,8019,2,3,2008,966000
3,1.75,2110,10200,2,4,1966,305495
2,2,2370,217800,1.5,3,1992,543000
3,2.25,1970,3716,2,3,1997,340000
4,2.5,2470,33305,2,3,1993,633100
3,1,1480,7830,1,3,1952,310000
5,3,2257,10117,1,3,2005,349950
2,1,700,6000,1,4,1949,267800
4,2,1630,9010,1,4,1975,234000
4,2.5,3430,10157,2,3,2000,740000
5,1.75,2220,6000,1.5,3,1923,607500
3,1.75,1340,7473,1,4,1973,223000
2,1,980,2130,1,4,1918,400000
3,2.5,2580,13096,2,3,1986,802000
4,2.5,2230,4541,2,3,2006,253000
4,2,2290,11137,1,4,1955,1058000
3,1,1260,8280,1,3,1946,300000
4,2.75,1680,11180,1,4,1966,625000
4,3.25,3200,7081,2,3,2004,707000
4,2.5,3320,7644,2,3,1995,950000
4,2.5,3040,24123,2,3,1999,420000
4,2.75,2270,7375,1,4,1973,498000
3,2.5,2910,17172,2,3,1989,450000
5,2.25,2510,9887,2,3,1972,955000
2,1,1240,7200,1,3,1967,215000
3,2.75,2580,5200,2,3,2008,437000
3,2.75,2470,3600,2,3,2007,773000
4,3.5,4910,9444,1.5,3,2007,1222500
3,2.5,1690,5025,2,3,2003,256883
4,2.5,2240,12032,1,3,1983,592500
3,2,1650,7352,1,3,1979,252350
4,2.5,2710,5880,2,3,1998,370000
3,1.5,1260,10350,1,3,1959,465750
3,1,1150,8100,1,3,1932,185000
4,2.75,2550,7636,1,3,1986,582800
3,1.75,1490,6930,1,4,1990,245000
4,1.75,2020,7865,1,4,1963,302000
2,1,1320,4520,1,3,1912,451555
3,1,1230,10350,1,4,1957,250000
4,2.5,2070,7800,2,3,1989,255000
4,1.75,2930,11562,1,3,1947,840000
3,1,1090,8520,1,3,1967,190000
3,1,1400,7066,1,3,1957,349950
4,2,1550,4815,1.5,3,1909,613000
3,1,1220,13000,1,4,1955,300000
3,2.5,1870,7344,1,3,1980,455000
3,2.25,2150,30476,2,3,1991,335000
3,1,980,3090,1.5,3,1903,197500
3,1.5,1490,8475,1,4,1963,412500
3,1.5,1120,7000,1,3,1955,395300
3,2.25,1180,9630,2,3,1986,342400
4,2.5,3240,20301,2,3,1985,749400
4,2.5,2150,6807,2,4,1991,316500
3,2.5,2240,10800,2,3,1996,390000
3,2,1400,7384,1,3,1979,225000
3,2.25,1980,40887,1,4,1980,550000
3,1,1330,20562,1.5,3,1959,280000
4,2.5,3200,7535,2,3,2006,1255000
2,1,1490,6000,1,3,1946,575000
5,4.25,3920,16258,2,3,1990,1000000
5,1.75,2000,3750,2,4,1921,585000
4,2.5,2680,9185,2,3,1989,620000
4,2,1670,9987,1,3,1967,204700
4,3,3150,9130,2,3,2001,695000
4,3.25,2740,7266,2,3,2003,689900
4,1.75,1890,8000,1,4,1960,375000
7,3.5,2870,29699,1,3,1961,475000
3,1,1160,10384,1,4,1969,215000
4,1.75,3550,19865,2,3,1962,2100000
3,1.75,1790,6117,1,3,1940,790000
3,1.75,1680,250470,1,4,1940,350000
3,2.5,4560,17622,2,4,1986,695000
3,2.25,1590,7748,2,4,1991,263000
3,1,1630,10304,1,5,1953,400000
3,2.5,2700,7434,2,3,1991,525000
3,2.5,1700,7496,2,3,1994,349950
4,3.25,3740,12080,1,3,1988,1085000
4,3,1980,5352,2.5,3,1941,744000
2,1,880,6345,1,3,1919,312500
3,2,1400,6200,1,3,1948,240000
4,2,2050,4000,1.5,5,1941,495000
3,2.5,2360,4638,2,3,1996,580050
4,2,2560,7798,1,4,1947,640000
3,1.5,1340,10224,1,4,1956,417000
3,1,1060,5200,1,5,1970,174950
3,1.5,850,2500,1,3,1986,295000
4,1.75,1880,7303,1,3,1976,423000
3,1,1230,12305,1,3,1955,839000
4,1.75,2290,10290,1,3,1960,343000
3,1,1660,6582,1,5,1946,467000
3,2.5,1840,2875,2,4,1997,512500
4,2.5,3020,17810,1,3,1979,575000
3,1.75,1410,6886,1,3,1924,465000
3,1,1010,9514,1,3,1969,270000
3,1.75,1960,8136,1,3,1948,340000
5,3.75,3580,14275,2,3,1999,765000
4,2.5,2240,7200,2,3,1995,497000
4,2.5,3310,5404,2,3,2004,803100
3,2.5,1232,1130,3,3,2007,344000
4,3.5,3930,5680,2,3,2013,828950
3,2.5,1720,3600,2,3,2010,386380
3,2.25,1490,974,2,3,2009,312000
3,2.5,3150,151588,2,3,2007,720000
4,2.5,3950,10856,3,3,2013,914500
5,2.75,3030,10335,2,3,2013,819995
2,1.5,1070,9643,1,3,1985,252700
3,2.5,2320,36847,2,3,1992,437500
1,1,700,5100,1,3,1942,350000
3,2.5,2720,6439,2,3,2005,619000
3,2.5,1800,5761,2,4,1990,408200
3,1.75,1560,4049,1.5,3,1926,451000
3,2,1760,11410,1,5,1977,317000
4,3.25,3120,5000,2,3,2005,799000
2,1,2020,7200,1,4,1947,720000
3,2,1450,2400,1.5,3,1900,490000
4,2.25,1860,7000,1,3,1979,239900
4,2.25,2270,7800,1,3,1977,446000
3,2.5,1480,15639,2,3,1987,275000
5,1,1460,6032,2,4,1941,239950
4,3.5,1850,6519,2,3,1986,248000
3,2.5,2170,5000,2,3,2003,619500
3,1.75,1726,197326,2,4,1982,363750
3,1.75,1180,10541,1,4,1981,385000
4,1.5,1370,9957,1,3,1972,370000
3,2.5,2670,13218,1,4,1988,425000
3,1,1260,6826,1,3,1944,342000
4,1,1980,7991,1.5,3,1962,345000
3,2,2050,3933,1,3,1926,724800
5,2.75,2830,5310,2,3,2006,725000
2,1,910,3600,1,4,1909,605000
4,2.5,2440,4000,2,3,2009,350000
3,2,2180,5440,1,5,1904,785000
3,2,1900,6660,1,5,1966,250000
3,2.25,1520,1221,3,3,2013,565000
3,2,2220,6641,1,4,1947,875000
4,2.75,3280,24440,2,3,1996,862500
3,2.5,2740,83199,2,3,1973,400000
2,1,830,6017,1,4,1954,282613
2,1,1010,5200,1,3,1955,174500
3,2.25,2060,38377,1,4,1978,306500
3,2.25,1990,7340,2,3,1984,445000
4,2.5,2280,7568,2,4,2001,433000
3,2.5,1870,5874,2,3,2005,306000
3,2.25,1720,4000,1.5,4,1921,620000
2,1,870,6150,1,3,1941,245000
3,2,1020,1204,2,3,2004,238000
3,1.5,1260,3135,1.5,3,1931,523000
3,2.5,2370,7875,2,3,2003,522500
3,1,1000,18513,1,3,1940,180000
3,1.5,1100,1751,2,3,2007,375000
3,2.25,1440,7673,1,3,1982,249000
4,2.5,3120,14300,2,3,2003,730100
2,2,2260,9604,1,3,1990,551000
4,2.5,2790,7956,2,3,2005,375000
1,1,1140,6700,1.5,3,1920,540000
3,2.25,1290,2500,2,4,1987,605000
5,1.75,1730,5200,1,4,1978,205000
4,2.5,3160,11380,2,3,1983,645000
4,2.5,2340,8990,2,3,2003,314000
3,1.5,1170,4950,1,4,1960,330000
2,1,1160,5000,1,4,1937,490000
3,3,1970,24318,1,3,2010,445000
5,4.25,6490,10862,2,4,1991,2000000
3,2.25,1410,1377,2,3,2005,377500
4,2.5,2430,5000,2,3,2009,480000
5,1.5,3360,5402,2,3,2014,804995
3,2.5,1480,1663,2,3,2012,341000
5,2.5,3200,6455,2,3,2009,675000
3,2.5,2134,1984,2.5,3,2008,611000
3,3.25,1860,1787,3,3,2007,379950
4,3,5520,8313,2,3,2008,1270000
2,2.5,1310,1500,2,3,2006,500000
3,2,1700,4250,1,3,1944,410000
3,2.5,2480,8342,2,3,1986,415000
5,2.5,1970,8605,2,4,1994,297000
4,2.5,2060,7475,1,3,1985,575550
3,2.5,2130,3500,1,4,1994,534640
3,2.25,1410,14110,1,3,1987,352500
2,2,1360,4688,1,3,1944,488000
3,2,1940,55756,1,5,1954,732000
2,2.25,1610,2040,2,4,1979,215000
2,2,1420,9191,1.5,5,1928,592500
4,2.5,1700,7280,2,4,1988,290000
2,1,1490,3825,1,3,1929,475000
3,2.5,2680,7757,2,3,1990,320000
4,2.5,3190,8684,1,5,1967,1216000
5,1.5,2120,7700,1.5,5,1962,290000
4,2,1690,3250,1.5,3,1901,487250
4,2.5,1830,8601,2,3,2003,339000
2,1.5,1010,1968,1.5,5,1906,440000
4,2.75,2070,9300,1,5,1945,366500
3,1.5,1710,4500,1.5,3,1928,462000
4,1,1660,4690,1.5,3,1945,560000
4,1.75,2080,13629,1,4,1955,285000
3,2.5,1270,9675,2,3,1993,280000
3,1,1080,21043,1,3,1942,210000
3,2,1610,5100,1.5,5,1940,690000
2,1,1120,9912,1,4,1980,256500
4,2.75,2500,5257,2,3,1966,411000
3,1,970,7275,1,4,1970,215000
5,2,3370,5000,1.5,4,1907,762000
3,1,1290,189486,1,4,1960,359950
4,3.5,3370,435600,2,3,2005,480000
4,3.5,3410,10769,2,3,2008,1405000
4,2.5,2490,8290,2,3,1999,390000
2,1,770,4000,1,5,1924,413500
1,1.5,810,3211,2,4,1982,285000
4,2.5,3060,10043,1,4,1968,475000
3,2.5,1690,1613,2,3,2014,386591
3,1.75,1890,3825,1,3,1974,524950
2,2,1470,3128,2,3,2005,241000
2,1,1060,7193,1,3,1926,461000
4,2.5,3480,59242,2,3,1988,810000
4,2.75,2730,3560,1.5,3,1921,885000
3,2.25,1580,7941,2,4,1986,247000
3,2.75,2170,7900,1,4,1978,296500
2,1,930,4743,1,4,1942,141800
4,2,1580,7800,2,2,1906,333000
5,1.75,3290,11900,1.5,3,1973,602000
4,2.25,2110,10698,2,4,1979,565000
3,2.5,1670,3565,2,3,1999,373000
3,2.25,2030,7350,1,4,1977,588000
3,1,1500,4100,1.5,3,1926,485000
3,2.25,1450,1445,2,3,2005,482500
4,1.5,1310,8250,1,3,1953,251200
5,3.25,4180,49222,2,4,1979,869000
3,1.75,1630,28600,1,3,1967,464000
4,2.5,2660,10452,2,3,1993,755000
3,2.5,1720,1916,2,3,2005,280000
2,2.25,1260,1240,3,3,2004,485000
3,1.75,1610,12247,1,3,1981,305000
2,1,680,8064,1,3,1941,110700
4,3.5,2640,5900,2,3,1937,850000
3,2.25,1640,7200,2,4,1985,350000
4,1.75,2310,8045,1,4,1976,319950
3,1.75,2010,4905,1,5,1912,700000
2,1.5,1660,4680,1,5,1908,368000
3,2.5,2200,3360,2,3,2009,433500
4,2.5,2460,4200,2,3,1998,611000
2,1.75,2430,23400,1,3,1951,1000000
3,1,1370,7500,1,3,1960,307000
3,1.75,1800,10200,1,3,1967,442500
3,1.75,2200,7706,2,3,1908,485000
2,1,700,2334,1,3,1945,367000
3,2.5,1920,15124,2,3,1995,429000
5,2.75,2190,12687,1,5,1978,446000
3,2.25,2030,9791,1,4,1984,572500
3,2.5,1350,2053,3,3,2005,477000
3,2.5,1680,2096,2,3,2008,518000
5,1.75,1250,10530,1,4,1966,462000
4,3,2240,6000,1.5,4,1914,1190000
3,1,950,7620,1,3,1954,137000
3,3.5,2320,3174,2,3,1997,530000
2,2.5,2380,9374,1,3,2011,818000
2,2.25,1540,958,3,3,2007,640000
5,3,2100,9752,1,3,2007,298450
4,2.5,2500,4945,2,3,2013,575000
4,2.5,3230,7331,2,3,2004,730000
3,2.5,2830,5802,2,3,2001,551000
2,1,870,5340,1.5,2,1906,271310
4,3,2690,28300,1,3,1954,675000
3,2.5,1260,889,3,3,2008,479000
4,3.5,2680,10000,2,3,1942,520000
3,2.5,2660,4975,2,3,2014,599950
2,1.75,1480,5120,1,4,1951,483945
4,2.25,1770,33132,1,4,1965,390000
2,1,950,7692,1,3,1926,192500
2,1,860,8308,1,4,1948,330000
4,2,1960,7560,1,5,1978,250000
2,1,1770,5522,1.5,4,1943,243000
4,1.75,1280,6060,1,3,1926,575000
4,2.5,2150,12028,2,4,1982,639000
2,1,1790,4000,1,4,1923,710000
3,2.25,1990,10260,2,4,1987,675000
5,2.5,2430,4781,2,3,2001,405000
4,2.75,2820,13193,1,3,1965,615000
3,1,1910,8190,1,4,1946,490000
3,2.25,1270,1213,2,3,2005,467000
4,2.75,2050,3960,1,4,1986,480000
6,2,2150,4505,1,3,1952,755000
4,1.75,2450,13300,1,4,1987,760000
2,2.25,1230,1280,2,3,2012,387000
4,2.25,2260,41984,1,4,1967,925000
2,1,1050,60113,1,4,1943,415000
3,1.75,1570,7775,2,3,1982,263000
4,2,1820,9350,1,4,1967,519900
2,1.75,1540,4025,1,4,1908,570000
3,1.5,2060,44866,1,3,1953,450000
4,3.5,4380,74052,1,3,2001,1300000
3,1,1090,9900,1,4,1955,300000
3,1.75,1480,7225,1,4,1965,320000
4,1,1320,4440,1.5,3,1929,387500
1,2.25,2140,10350,1,3,1976,458000
4,3.5,4560,16643,1,3,1995,1212500
4,3,2800,9764,2,3,2002,380000
3,1,1050,5000,1,4,1967,200000
3,1.5,1490,9630,1,4,1959,385000
2,1,1730,6375,2,4,1945,396675
4,1,1210,3760,1.5,3,1900,452000
4,2.5,2800,8494,2,3,2004,426000
3,1.5,1570,1050,2,3,1915,792000
3,2.25,1400,31626,1,2,1987,315000
4,2,2850,7861,1,4,1970,1275000
6,3,1880,7200,1,4,1966,326000
2,1,790,8424,1,4,1953,268500
2,1.75,1300,4000,2,3,1948,440000
3,1,2120,7735,1,4,1967,300000
3,1.5,1540,4773,2,3,1941,525000
4,2.75,2620,13777,1.5,4,1926,978000
6,3,2880,3192,2,4,1919,1125000
4,1,1680,4021,1.5,3,1921,700000
2,1,790,6969,1,3,1955,315000
3,1,1092,7500,1.5,3,1918,309000
3,1.5,1650,9936,1,3,1967,219950
3,2.5,2090,4700,2,3,2002,289000
4,1.75,2180,28710,1,3,1950,210000
4,2.5,1990,6671,2,3,1989,260000
4,2.5,2650,7945,2,3,2006,699000
4,3.5,4460,16953,1,3,1962,1800000
3,1,910,8000,1,4,1950,299950
3,2.5,2770,10773,2,3,1992,749950
3,2,2390,6888,2,5,1939,1100000
3,2.5,3050,158558,1,4,1987,555000
3,2.5,1700,4000,2,3,2003,384000
5,3.5,3200,43560,2,3,1989,499950
3,1.75,1200,4500,1,5,1906,430000
4,2.25,2220,6953,2,4,1999,350000
3,2.5,2480,9041,2,3,2004,620000
4,2.25,2560,12100,1,4,1976,765000
4,1.5,2500,6300,1,4,1961,250000
2,1,1150,4000,1,3,1947,376000
4,1.75,1650,7775,1,4,1950,475000
3,1.75,1140,9628,1,4,1969,120750
3,1.75,3400,8965,1,5,1957,1690000
3,1,1180,43124,1,4,1959,330000
3,2.5,1700,4105,2,3,1992,619500
3,1.5,1240,11200,1,4,1954,345000
5,2.25,2890,12478,2,3,1977,598000
3,1,1060,10050,1,4,1967,335000
4,1.75,1590,10523,2,4,1922,372500
6,5.25,2860,5682,2,3,1978,300000
1,1,820,1060,1,3,2007,194000
3,2,2020,8118,1,3,1963,507500
4,2.25,1870,9680,1,4,1959,325000
3,2.5,2170,4905,2,3,2004,329900
4,2.5,1600,6765,1,3,1947,329000
4,1.75,2090,4300,1.5,4,1925,494000
4,2,1700,6025,1,3,1978,206000
4,1.75,1940,6909,1,4,1941,423000
3,1,1320,8625,1,4,1957,259000
4,2.25,3500,13875,1,4,1938,879950
5,3.5,2800,5120,2.5,3,1903,345600
3,1.5,1080,2940,1.5,4,1920,395000
4,2.5,3550,8048,2,3,2007,625000
3,2,2010,251341,2,3,2003,439000
3,1.75,1690,1468,2,3,2008,380000
3,1.5,1270,1443,3,3,2007,440000
3,2.25,1970,2377,2,3,2008,415000
4,2.75,3160,8097,2,3,2014,860000
3,2.5,1210,1200,3,3,2008,500000
4,3.5,3120,5086,2,3,2008,953007
4,2.5,2670,8765,2,3,2006,515000
3,2.25,1640,1204,3,3,2014,772000
4,2.5,2303,3680,2,3,2013,329995
3,2.5,1800,3168,2,3,2014,409316
5,3.5,4460,2975,3,3,2013,490000
2,2.5,1590,2656,2,3,2009,305000
4,3.5,3070,4684,2,3,2009,785000
2,1.75,1330,7200,1,3,1993,240000
3,1,990,6750,1,4,1947,325000
4,2.5,1900,5790,2,3,1994,535800
3,2.5,2020,1159,3,3,2000,720000
3,1.75,2000,9416,1,4,1961,374000
2,1.75,1100,7600,1,3,1980,189650
1,1,960,40946,1,5,1945,420850
4,2.75,3488,9614,2,3,1998,815000
2,1.75,1890,9466,2,3,1987,1065000
4,2,2030,8120,2,3,1950,199000
3,1.75,1380,7350,1,3,1981,195000
4,3.25,3660,5800,2.5,3,1909,1506000
3,2.25,1870,3230,2,3,1997,288400
4,2.25,2080,12007,1,4,1979,442000
4,2.75,2450,14803,2,4,1988,619420
4,2.25,2750,6180,1,4,1948,635000
3,1,1240,4842,1,4,1916,210000
3,2.5,1900,7604,2,3,1990,512500
3,2.5,2540,6093,2,3,1999,567000
3,2.75,2100,10362,2,3,1998,525000
4,2,1790,2250,1,4,1909,475000
3,2,1170,7258,1,3,1984,250000
3,1,1060,9126,1,5,1956,220000
5,2,1930,6120,1.5,3,1941,230000
3,2,1540,7947,1,3,1961,385500
5,3,2876,13927,1,4,1973,895000
3,2.5,2150,7484,2,3,1988,368250
2,1,1140,5500,1,3,1947,249900
3,1.5,980,7790,1,5,1969,350000
3,1.75,1230,13056,1,4,1962,175000
3,1.75,1390,10905,1,3,1957,270000
3,3.5,2380,6250,2,3,1997,495000
3,3.25,3690,7200,2,3,2007,1580000
5,3.25,3010,1074218,1.5,5,1931,542500
3,1,1250,9126,1,3,1969,330000
4,2.75,2290,6120,2,4,1926,1003000
2,1,790,5240,1,4,1925,299800
3,2.5,2720,6014,2,3,2002,299900
4,2.75,2550,8632,1,3,1972,691000
2,1,1080,3899,1,4,1972,195000
3,1.75,2470,9620,1,4,1962,405000
2,0.75,850,7710,1,5,1909,360000
3,2.5,1990,8991,1,3,1969,256750
3,2.25,1800,10500,2,3,1995,332500
5,4,4850,36450,2,3,1977,975000
3,1,1020,7874,1,3,1956,218000
3,2.5,2420,49928,2,3,1985,429000
4,2.5,2910,5776,2,3,1998,589000
3,1.5,1060,9039,1,3,1973,255000
4,2.5,2340,6420,1,3,1964,668750
4,2.75,1800,5453,1,3,2002,344500
4,2,1660,6150,1,3,1945,452000
3,1.75,1300,62290,1,3,1983,540000
3,1.5,1780,23819,1,3,1953,246000
2,1,1030,4841,1,3,1939,535000
4,3.25,2790,5420,1,3,1963,970000
3,1,1150,3000,1,5,1906,430000
4,2.5,3290,11446,2,3,1992,520000
4,2.5,3400,247421,2,3,2001,712000
2,1,1200,4000,1,3,1940,450000
4,2.5,2160,8005,2,3,1993,220000
3,1,1450,4000,1,4,1948,525000
4,2.5,3240,3600,2,3,2008,1220000
3,2,1470,1691,2,3,2007,540000
4,2.5,2360,5226,2,3,2001,600000
3,2.25,2230,9053,2,4,1987,600000
4,2.5,2630,48706,2,3,1986,625000
3,1,1010,25000,1,3,1966,150000
3,2.25,1445,1471,2,3,2003,389999
3,1.75,2380,6000,1.5,3,1935,285000
4,2.75,2830,13059,2,3,1998,744000
4,2.5,3010,46173,2,3,1996,700000
4,2.25,2000,9000,1,4,1978,318989
3,2.25,2020,3600,2,3,1998,556000
3,2.5,2030,6326,2,3,1993,275000
3,2.75,2550,11160,2,3,1994,430000
2,1,970,13700,1,3,1949,300000
3,1.75,1540,12446,1,5,1967,396450
2,1,1396,111949,1,3,1940,225000
4,3.25,2780,7875,2,3,2006,700000
6,2,2220,8797,1,3,1977,260000
4,3.5,2350,13402,2,3,1994,655000
3,2.25,2760,40946,2,5,1978,1185000
3,2.5,4460,26027,2,3,1992,1550000
3,2,1440,4421,1,3,2007,413800
5,3.75,5330,6000,2,3,2006,950000
4,2.5,2220,4228,2,3,2014,334990
5,4.75,5305,8401,2,3,2005,2700000
3,4,3880,13095,2,3,2009,1030000
4,3.25,3810,8519,1,3,2007,1130000
3,3,1960,1168,2,3,2007,556000
3,2.5,1530,1131,3,3,2009,360000
4,2.25,3250,34293,2,4,1983,480000
3,2.5,1750,7208,2,3,1994,324000
4,3.25,3440,35021,2,3,1983,1050000
1,0.75,1170,14149,1,5,1962,275000
3,1,870,5330,1,3,1969,180000
4,2.5,2930,18199,2,3,1998,749000
3,2.5,3160,12824,1,4,1966,1600000
2,1,800,3330,1,3,1918,373500
4,2.5,2350,8001,2,4,1987,770000
2,1.75,1060,16470,1,3,1977,356000
3,1.75,2060,12558,1,4,1984,625000
2,1.75,1560,1750,1,4,1904,494400
4,1.75,3000,42200,1,3,1950,585000
3,1.5,1660,4800,2,3,1907,926300
3,1.75,1650,5100,1,5,1908,600000
4,3,3220,8936,2,3,1990,430000
3,1.5,2320,7500,1,3,1976,307000
4,2.75,2750,14982,1,3,1981,604700
3,1,910,6000,1,2,1956,219900
2,1.5,840,867,2,3,2005,270000
3,2.25,1470,1578,2,3,2007,432000
6,2,2040,10812,1,4,1943,300000
3,1,1100,4046,1.5,4,1922,361000
2,1,940,8532,1,4,1959,249950
3,2,1110,10500,1,5,1978,320000
4,1.75,2200,8100,1.5,5,1942,305000
2,1.75,2860,59612,1,3,1948,503000
2,1,740,11250,1,2,1938,235750
4,1.75,2740,8520,1,3,1954,657000
3,1,1250,7300,1,4,1956,385000
4,2.5,3140,8060,2,3,1991,389950
2,1,820,10270,1,3,1954,150000
4,2.75,2570,7264,2,3,1998,254500
4,2.25,2350,8140,1,4,1977,555000
4,3,3600,9200,1,4,1976,1075000
4,2,1580,8000,1,3,1967,245000
2,1,1070,5824,1,5,1949,319950
3,1,1070,6109,1,5,1951,337000
4,2,1640,5000,2,3,1907,492000
3,2.75,2890,12130,2,4,1987,1170000
3,1,1220,7876,1,3,1966,348580
2,1,1400,4500,1,3,1922,180000
3,1,1040,6250,1,3,1942,400000
4,2,980,10640,1,5,1978,295000
4,3.25,3340,10890,1.5,3,1963,910000
6,4.5,6040,219542,2,3,1996,1150000
3,3.5,1900,1612,2,3,2008,431500
4,1.5,1740,7292,1,3,1962,180000
3,2,2000,3207,1,4,1916,677000
3,1.75,1610,7200,1,3,1973,1180500
4,2.5,3240,13978,1,3,1977,635700
5,2.25,2230,9600,1,3,1978,482000
2,2.5,1160,2174,2,3,1998,168000
4,2.75,2410,6000,1,5,1950,805000
2,1,590,10945,1.5,3,1983,398000
4,2.5,2600,17388,2,3,1996,665000
4,3,2170,8240,1,4,1968,592500
4,2.75,2080,4000,1.5,3,1912,940000
4,2.5,2860,12394,2,3,1999,655000
4,2.5,2980,8107,2,3,2000,622500
2,2.5,1230,987,2,3,2011,380000
4,1.75,2260,7005,1,4,1947,648360
3,2.75,2200,14925,1,3,1982,432000
4,2.5,3030,12590,1.5,4,1988,1050000
2,1,1060,1600,2,3,1979,353250
4,3,4260,18687,2,3,1996,1000000
3,2.25,998,844,2,3,2007,320000
4,2.5,2052,3723,2,3,2014,349900
4,3.5,3150,6202,2,3,2005,330000
3,2.25,1950,7221,1,4,2006,408000
3,2.25,1347,1292,3,3,2010,321000
4,3.75,3860,5474,2.5,3,2007,1051000
4,5.5,5060,10320,2,3,2008,2150000
3,1.5,1360,885,3,3,2008,359000
5,2.5,2760,6000,2,3,2006,300000
5,3.5,2420,4670,2,3,2013,380000
3,2.5,2450,4332,2,3,2010,660000
3,2.25,1280,959,3,3,2005,355000
3,2.5,1550,3569,2,3,2011,259000
1,1,550,1279,2,3,2008,353000
2,2.5,1520,1588,2,3,2007,430000
3,1,1670,4005,1.5,4,1939,460000
1,0.75,430,5050,1,2,1912,80000
4,2.5,2380,9614,2,4,1991,782000
3,1,960,9633,1,5,1982,218000
3,1,1920,6862,1,3,1952,325000
4,3,3680,5854,1,3,1967,980000
4,2.25,2530,9200,1,5,1976,902000
5,2.5,3840,16905,2,3,1991,556000
3,1.75,1240,3600,1.5,5,1926,662990
2,1,1300,11867,1.5,4,1975,225000
4,2.5,2380,12067,2,3,2002,439950
2,1,1300,44431,1,5,1958,175000
2,1,780,13500,1,4,1946,306000
4,2.5,1810,39639,1,3,1970,235000
3,1.75,2420,12676,2,3,1911,399500
3,1,1280,2580,1.5,3,1910,478000
2,1,1680,6500,1,4,1941,515000
3,2.5,2510,5400,2,3,1992,550000
3,1,1700,8645,1,3,1955,149000
3,1.75,1680,3420,1,3,1992,526000
1,0.75,820,59677,1,3,1999,527550
3,4,4380,42769,2,5,1983,1050000
3,2.5,2600,10092,1,3,1984,625000
5,3.25,3400,7452,2,3,1999,950000
5,1.75,2120,8399,1,4,1942,377691
4,2.75,2250,5700,1,3,1951,648475
3,1,1800,5612,1,4,1942,383000
3,2.5,2210,7620,2,3,1994,535000
3,2,1560,4080,2,3,1923,449950
4,2.75,2430,20720,1,3,1967,465425
4,2.5,2560,36601,2,4,1987,675000
3,2.75,1960,2500,1.5,5,1926,599000
3,1.5,1110,9762,1,4,1963,416000
2,1.5,1030,4500,1,3,1924,595000
4,1,1350,11507,1,3,1966,200000
3,2,1540,1827,2,3,2005,402000
4,1.75,1830,9600,1,4,1966,433000
4,1.5,1930,15531,2,3,1979,275000
3,2,1650,9641,1.5,3,1983,410000
4,2,3510,12905,1,3,1965,554820
4,3,3370,7920,1,3,1988,1325000
3,2.5,2390,9157,2,3,1984,735000
3,1,1230,8114,1,4,1951,607000
4,3,2830,213879,2,4,1987,549900
3,1.75,1620,7540,1,3,1988,258000
4,4,2290,6250,1.5,5,1940,661254
4,2,2840,13367,1,3,1952,945000
4,3.5,4220,196817,2,3,1993,799950
3,1,1080,10500,1,3,1967,132500
3,1.75,1620,8645,1,3,1973,467100
4,3.5,4390,11600,2,3,1990,1610000
3,1.75,1620,3975,1,5,1926,641000
3,1,1010,11244,1,4,1947,350000
4,2.5,1750,8476,1,4,1983,335000
3,3.5,4080,217697,1.5,3,2000,900000
4,2.5,2560,10400,1,4,1965,440000
3,1.75,1120,5500,1.5,4,1925,464600
4,3.5,4740,172497,2,3,2003,1200000
2,1,1340,7788,1,3,1947,300000
4,2,1590,6750,1,3,1951,670500
3,1,1430,5000,1,4,1919,552000
4,1,1450,8960,1,3,1943,244000
4,2.75,3500,7200,2,3,2005,788600
3,2,1630,8702,1,3,1987,445000
4,1.75,1814,5000,1,4,1951,530000
2,1,580,7500,1,3,1943,90000
3,2,1670,4572,1.5,3,1931,585000
2,2,1140,8282,1,3,1924,498000
2,1,800,6380,1,3,1940,379000
3,1.75,1300,2580,1,5,1919,462000
4,2.5,2440,7155,2,3,1993,388000
3,2,1490,8371,1.5,3,1984,255000
3,2.75,1800,9550,1,4,1966,665000
